entity,filing_date,industry_group_sec,state_or_country,year_of_incorporation,total_offering_usd,total_sold_usd,n_investors,mega_raise_100m,likely_nonstartup_category,likely_operating_company_context
"Yellow Hammer Title Company, LLC",30-APR-2026,Insurance,AL,2022.0,25000.0,17500,19,False,True,False
"Spectrohm, Inc.",30-APR-2026,Other,VA,,15499962.0,8999992,32,False,False,True
"Luminous Robotics, Inc.",30-APR-2026,Other Technology,MA,2023.0,2000000.0,1280000,11,False,False,True
Netta Craft SPV LLC,30-APR-2026,Investing,MA,2026.0,,25000,1,False,True,False
"AX Essential Retail Portfolio, DST",30-APR-2026,Other Real Estate,NY,2025.0,91520000.0,57439268,68,False,True,False
SUBCOIN LTD.,30-APR-2026,Investing,CO,2026.0,,100000000,1000,True,True,False
Series 68-1 a series of StartEngine Private LLC,30-APR-2026,Other,CA,2026.0,2430000.0,1494450,45,False,False,True
"C-PORT EQUITY IV, LLC",30-APR-2026,Other Real Estate,MA,2025.0,1900000.0,1900000,13,False,True,False
MERCANTILE APARTMENTS LLC,30-APR-2026,Residential,DC,2026.0,4100000.0,100210,1,False,True,False
Jahpoo Outdoors Ltd,30-APR-2026,Retailing,TX,,2000000.0,100000,1,False,False,True
Hernandez Development Industrial GP Fund I LLC,30-APR-2026,Commercial,FL,2026.0,10500000.0,5250000,6,False,True,False
"Parabolica Therapeutics, Inc.",30-APR-2026,Biotechnology,TX,2025.0,250000.0,50000,2,False,False,True
"Esanik Therapeutics, Inc.",30-APR-2026,Pharmaceuticals,MI,,375000.0,200000,1,False,False,True
"GelMEDIX, Inc.",30-APR-2026,Biotechnology,MA,,2500000.0,747000,5,False,False,True
MCW InvestCo LLC,30-APR-2026,Other,AZ,2026.0,4000000.0,0,0,False,False,True
Zero Coupon Essential Portfolio II DST,30-APR-2026,Other Real Estate,IL,2022.0,3670402.0,3670402,36,False,True,False
"TUTUS REAL ESTATE FUND I, LLC",30-APR-2026,Commercial,TX,2025.0,20000000.0,0,0,False,True,False
"Patlytics, Inc.",30-APR-2026,Other Technology,NY,2023.0,40524991.0,40524991,9,False,False,True
WILLIAMSON 99 LLC,30-APR-2026,Commercial,TX,2021.0,2200075.0,2200075,9,False,True,False
Penelope Health Inc.,30-APR-2026,Other Technology,DE,2026.0,2900000.0,2725000,5,False,False,True
Grid Runner Labs LLC,30-APR-2026,Other,NY,2025.0,100000.0,35000,5,False,False,True
"Slab to Ridge, Inc.",30-APR-2026,Manufacturing,SC,2026.0,90.0,90,3,False,False,True
"Cartigan, Inc",30-APR-2026,Other Technology,TX,2025.0,,100000,1,False,False,True
"Oskaloosa Multifamily, LLC",30-APR-2026,Residential,IA,2025.0,2150000.0,0,0,False,True,False
Avatar Commercial Mortgage REIT LLC,30-APR-2026,REITS and Finance,WA,,500000000.0,261969234,249,True,True,False
BuildSync Inc,30-APR-2026,Other Technology,CO,2022.0,,226000,7,False,False,True
SILVER OAK FUTURES INC.,30-APR-2026,Investing,NY,2026.0,100000000.0,0,0,False,True,False
102-106 S. Washington Street Bubble LLC,30-APR-2026,Commercial,IL,2026.0,2350000.0,2350000,22,False,True,False
Onnix Global Inc.,30-APR-2026,Other Health Care,TN,2023.0,30000000.0,0,0,False,False,True
M/ Kierland JV LLC,30-APR-2026,Commercial,HI,2025.0,,0,0,False,True,False
Gladius Christi Co,30-APR-2026,Other,IL,2026.0,3000000.0,3000000,12,False,False,True
Ace Padel LA Partners LLC,30-APR-2026,Retailing,FL,2026.0,5000000.0,200000,1,False,False,True
"Marquee Capital Fund 1, LLC",30-APR-2026,REITS and Finance,CA,2021.0,250000000.0,42071920,122,False,True,False
"Everdane Technologies, Inc.",30-APR-2026,Other Energy,TX,2026.0,1000000.0,0,0,False,False,True
Ballcrank LLC,30-APR-2026,Other,NC,2026.0,450000.0,450000,4,False,False,True
Epi Labs Inc.,30-APR-2026,Biotechnology,CA,2023.0,16149989.0,14849996,15,False,False,True
Sofi Newby 34-2 & 34-3 Joint Venture,30-APR-2026,Oil and Gas,TX,2026.0,920000.0,0,0,False,False,True
"EarliTec Diagnostics, Inc.",30-APR-2026,Other Health Care,GA,,7000000.0,3500000,3,False,False,True
MCGA DC Westend Core Fund LLC,30-APR-2026,Commercial,MD,2026.0,10000000.0,0,0,False,True,False
"Phoenix Real Estate Fund XI-B, L.P.",30-APR-2026,Other Real Estate,TX,2024.0,,36700000,9,False,True,False
"Phoenix Real Estate Fund XI, L.P.",30-APR-2026,Other Real Estate,TX,2024.0,,495838300,475,True,True,False
TWE 2026 Energy Fund Limited Partnership,30-APR-2026,Oil and Gas,WY,2026.0,2000000.0,973000,18,False,False,True
"Kirkland Opportunity Fund, LLC",30-APR-2026,REITS and Finance,WA,2026.0,15500000.0,9500000,43,False,True,False
Digital Intelligence Robotics Ltd,30-APR-2026,Other Technology,K3,2026.0,5000000.0,0,0,False,False,True
"Recovery Sports, LLC",29-APR-2026,Other,CA,2022.0,20000000.0,8511005,40,False,False,True
"NextEvo, Inc.",29-APR-2026,Pharmaceuticals,PA,,,725000,1,False,False,True
Scaffold Mansfield LLC,29-APR-2026,Commercial,CT,2026.0,900000.0,0,0,False,True,False
VDSC Holdings Garner LLC,29-APR-2026,Hospitals and Physicians,NC,2026.0,6330000.0,6330000,1,False,False,True
"Playcast, Inc.",29-APR-2026,Other Technology,WA,2022.0,3000000.0,2000000,1,False,False,True
"CFrame, Inc.",29-APR-2026,Other Technology,MD,2025.0,,10000,1,False,False,True
"Cresilon, Inc.",29-APR-2026,Biotechnology,NY,,25000000.0,4997000,21,False,False,True
"Miles Labs, Inc.",29-APR-2026,Other Technology,CO,2025.0,1000000.0,700000,7,False,False,True
PERSISTA BIO INC.,29-APR-2026,Biotechnology,DE,2023.0,,0,0,False,False,True
Ascent Bluestone Fund LLC,29-APR-2026,Residential,AZ,2026.0,1000000.0,759500,7,False,True,False
"Clover Biopharmaceuticals, Ltd.",29-APR-2026,Biotechnology,F4,,3642978.0,3642978,9,False,False,True
"Acurx Pharmaceuticals, Inc.",29-APR-2026,Pharmaceuticals,NY,,4587473.0,4587473,5,False,False,True
Nutrivert Inc.,29-APR-2026,Pharmaceuticals,GA,,5999989.0,2374992,2,False,False,True
"Park Golf UTSA GP, LLC",29-APR-2026,Other,TX,2025.0,350000.0,50000,1,False,False,True
"Onsetto, Inc.",29-APR-2026,Other Banking and Financial Services,MN,2024.0,8989003.0,8989003,5,False,True,False
Big Bongo Bang Inc.,29-APR-2026,Computers,E0,2025.0,550000.0,117222,1,False,False,True
"Snazzy Beverages, Inc.",29-APR-2026,Retailing,CA,2024.0,1000000.0,50000,1,False,False,True
Iron & Ivy Holdings Inc.,29-APR-2026,Other,MD,2025.0,1500000.0,50000,1,False,False,True
"Photon Health, Inc.",29-APR-2026,Other,NY,2021.0,15999981.0,15919983,13,False,False,True
VC Waterfront Development LLC,29-APR-2026,Restaurants,PA,2024.0,,100000,6,False,False,True
USEDC Opportunity Zone IV LP,29-APR-2026,Oil and Gas,TX,2026.0,100000000.0,1050000,0,False,False,True
"Knack Technologies, Inc.",29-APR-2026,Other Technology,FL,,4792136.0,4792136,6,False,False,True
"W-Detroit TopCo, L.P.",29-APR-2026,Other,CA,2025.0,,0,0,False,False,True
Titan OS Inc,29-APR-2026,Other Technology,CT,2025.0,3000000.0,1000000,2,False,False,True
"Alto Vision, Inc.",29-APR-2026,Other Technology,TN,2025.0,,0,0,False,False,True
"United Multi-Basin #6, LP",29-APR-2026,Oil and Gas,TX,2026.0,3360000.0,3360000,43,False,False,True
"Brief Productivity Solutions, Inc.",29-APR-2026,Other Technology,CA,2026.0,5000000.0,3525146,6,False,False,True
"United PRB #7, LP",29-APR-2026,Oil and Gas,TX,2025.0,2100000.0,2100000,46,False,False,True
Hustler Burris 2 Joint Venture,29-APR-2026,Oil and Gas,TX,2026.0,3125000.0,0,0,False,False,True
"One Team Abstract, LLC",29-APR-2026,Other,PA,2023.0,157000.0,0,0,False,False,True
INVEST BEYOND MULTIFAMILY LLC,29-APR-2026,Commercial,OH,2022.0,20000000.0,4500000,35,False,True,False
Gripable Ltd,29-APR-2026,Other Health Care,X0,,3370000.0,2700000,20,False,False,True
"Community Bancorp, Inc.",29-APR-2026,Commercial Banking,KS,,30000000.0,30000000,24,False,True,False
ClearVoro Ltd,29-APR-2026,Other Banking and Financial Services,CO,,,100000000,10000,True,True,False
RVS CAPITAL MANAGEMENT INC.,29-APR-2026,Investing,CO,2026.0,100000000.0,0,0,False,True,False
"CHN Analytics, LLC",29-APR-2026,Other Technology,OH,,500000.0,50000,2,False,False,True
Koinlyst Ltd,29-APR-2026,Other Banking and Financial Services,NY,,,100000000,10000,True,True,False
"Savohub Technologies, Ltd",29-APR-2026,Other Technology,TX,2023.0,1000000.0,0,0,False,False,True
LC CAPITAL PARTNERS V LLC,29-APR-2026,Investing,FL,2026.0,2000000.0,2000000,1,False,True,False
"LadeRx, LLC",29-APR-2026,Pharmaceuticals,NC,,3000000.0,0,0,False,False,True
"Lincoln Life Separate Account HPP, The Lincoln National Life Insurance Co",29-APR-2026,Insurance,IN,2026.0,,2934847,1,False,True,False
Packz Inc.,29-APR-2026,Other Technology,NY,2025.0,10744994.0,10744994,8,False,False,True
Beichen Strategic Capital LLC,29-APR-2026,Investing,CO,2026.0,100000000.0,0,0,False,True,False
"Shealy Lampp, LLC",29-APR-2026,Investing,FL,2024.0,10240000.0,420000,2,False,True,False
Kennewick 33 LLC,29-APR-2026,Residential,WA,2025.0,1329997.0,1329997,14,False,True,False
"Haus Team Technologies, Inc.",29-APR-2026,Business Services,CA,2025.0,66500.0,66500,6,False,False,True
"Merge Base, Inc.",29-APR-2026,Computers,DE,2026.0,200000.0,0,0,False,False,True
"Flowtt, Inc.",29-APR-2026,Other Technology,GA,,500000.0,50000,2,False,False,True
Denholtz 1603 Clovis Barker Owner LLC,29-APR-2026,Other Real Estate,NJ,2023.0,2500000.0,355000,7,False,True,False
Mission Funding Capital LLC,29-APR-2026,Other Real Estate,TN,2023.0,25000000.0,5482417,5,False,True,False
Reay Capital Fund LLC,29-APR-2026,Residential,WY,2025.0,50000000.0,0,0,False,True,False
"AT Strong Commodities, LLC",29-APR-2026,Agriculture,SD,,5000000.0,0,0,False,False,True
"Biomakers, Inc.",29-APR-2026,Biotechnology,DE,,7999999.0,5901147,7,False,False,True
5500 Retail Lavon Hwy78 LLC,29-APR-2026,Commercial,TX,2026.0,1750000.0,1210000,11,False,True,False
"C-Combinator, A Public Benefit Corp",29-APR-2026,Other,MA,,1500000.0,205000,0,False,False,True
LNL REIT,29-APR-2026,REITS and Finance,FL,2024.0,124000.0,124000,124,False,True,False
FirstLook Venture Co.,29-APR-2026,Other,OH,,500000.0,50000,2,False,False,True
AOU TRADING Ltd,29-APR-2026,Investing,CA,2026.0,100000000.0,0,0,False,True,False
RB Randolph TH LLC,29-APR-2026,Residential,NJ,2022.0,,4131600,15,False,True,False
Swebie Wealth Camp Corp,29-APR-2026,Investing,CO,2026.0,100000000.0,0,0,False,True,False
"Equus Industrial Partnership, L.P.",29-APR-2026,Commercial,PA,2024.0,500000000.0,141800000,16,True,True,False
"ML Rivertech, LLC",29-APR-2026,Other Real Estate,IL,2026.0,8000000.0,220000,2,False,True,False
"SafeBets.world, Inc.",29-APR-2026,Other Technology,NY,2026.0,2500000.0,1143360,84,False,False,True
"Scalestack, Inc.",29-APR-2026,Other Technology,FL,,3000000.0,3000000,23,False,False,True
Sifa Prime Real Estate Development LLC,29-APR-2026,Other Real Estate,CT,2026.0,1300000.0,0,0,False,True,False
"Chattahoochee Nitrocellulose, LLC",29-APR-2026,Other,GA,2026.0,,0,0,False,False,True
Pearl Cove Apartments LLC,29-APR-2026,Other,FL,2026.0,4500000.0,0,0,False,False,True
"BSLA, LLC",29-APR-2026,Commercial,TX,2025.0,7500000.0,650000,6,False,True,False
Green Acres Master Fund LLC - RS Series B,29-APR-2026,Other Real Estate,TX,2026.0,100000.0,100000,6,False,True,False
"Monolithic Hosting, Inc.",29-APR-2026,Other Technology,NY,2021.0,500000.0,476326,2,False,False,True
MVG Rise Bluestone LLC,29-APR-2026,Residential,AZ,2026.0,1226000.0,1226000,40,False,True,False
"MC QOF, LLC",29-APR-2026,Residential,AZ,2024.0,9280000.0,0,0,False,True,False
"Rise Bluestone Partners, LLC",29-APR-2026,Residential,AZ,2026.0,19860176.0,11686072,100,False,True,False
HH DC Westend Access Fund LLC,29-APR-2026,Commercial,MD,2026.0,10000000.0,0,0,False,True,False
"ML Fund III Capital Feeder, LLC",29-APR-2026,Other Real Estate,IL,2025.0,80000000.0,0,0,False,True,False
"RTA Holdings, Inc.",29-APR-2026,Other Technology,FL,2026.0,500000.0,0,0,False,False,True
"Dirty Saint, Inc.",29-APR-2026,Other,NV,2025.0,850000.0,850000,6,False,False,True
Saara Intelligence Corp.,29-APR-2026,Other Technology,UT,2025.0,450000.0,335000,11,False,False,True
"MLT Members, LLC",29-APR-2026,Other Banking and Financial Services,PA,,20000.0,1600,2,False,True,False
"Outrider Technologies, Inc.",28-APR-2026,Other Technology,CO,,50000000.0,21521376,36,False,False,True
"Juniper Hospitality Fund, LLC",28-APR-2026,REITS and Finance,WA,2026.0,950000.0,950000,9,False,True,False
"4612-Trinity Holdco, LP",28-APR-2026,Other,GA,2026.0,29062878.0,29062878,33,False,False,True
"County Line Rail Fund I, LP",28-APR-2026,Other Real Estate,CA,2024.0,225000000.0,195790694,80,True,True,False
"Petra Power, Inc.",28-APR-2026,Other Energy,OH,,5370000.0,3750000,4,False,False,True
"SE ESTRELLA MF, LP",28-APR-2026,Commercial,TX,2025.0,5065000.0,5065000,41,False,True,False
FERMA Value Add Office Fund I LLC,28-APR-2026,Other Real Estate,TX,2026.0,125000000.0,0,0,False,True,False
Crypto Co,28-APR-2026,Other Technology,CA,,1000000.0,75000,2,False,False,True
Food Supply Security LLC,28-APR-2026,Other Technology,CO,2023.0,1000000.0,1000000,10,False,False,True
"Certara, Inc.",28-APR-2026,Other Health Care,PA,,,8623247,6,False,False,True
LIGHTPATH TECHNOLOGIES INC,28-APR-2026,Manufacturing,FL,,10800.0,10800,1,False,False,True
OceaNexuS Partners I LLC,28-APR-2026,Investing,FL,2026.0,3999999.0,3999999,21,False,True,False
Gaingels Alloy 2025 LLC,28-APR-2026,Other,VT,2025.0,50020.0,50020,10,False,False,True
Gaingels Odys Aviation 2026 LLC,28-APR-2026,Other,VT,2026.0,172843.0,172843,7,False,False,True
"Toetal Solutions, Inc.",28-APR-2026,Other Health Care,PA,2021.0,100000.0,100000,1,False,False,True
New Haven Portfolio LLC,28-APR-2026,Other Real Estate,NJ,2026.0,6080000.0,6080000,50,False,True,False
"OPEN DOORS PARTNERS, LLC",28-APR-2026,Other,CA,,3395491.0,3395491,59,False,False,True
U.S. Energy Private Capital III LP,28-APR-2026,Oil and Gas,TX,2023.0,100000000.0,400000,0,False,False,True
"Lungpacer Medical, Inc.",28-APR-2026,Other Health Care,PA,,20000000.0,12000000,2,False,False,True
Nashville Kats Inc.,28-APR-2026,Other,TN,2026.0,2000000.0,150000,3,False,False,True
474 Investment Co LLC,28-APR-2026,Restaurants,FL,2026.0,2000000.0,1235000,8,False,False,True
USEDC Opportunity Zone IV LP,28-APR-2026,Oil and Gas,TX,2026.0,100000000.0,194693,0,False,False,True
474 Holdco LLC,28-APR-2026,Restaurants,FL,2026.0,8000000.0,1235000,1,False,False,True
"6317 Shanda NC, LLC",28-APR-2026,Commercial,NC,2026.0,16500000.0,14000000,11,False,True,False
"Trick 6 Films, LLC",28-APR-2026,Other,X1,2025.0,10000000.0,0,0,False,False,True
LuckyLiquor LLC,28-APR-2026,Other,CA,2022.0,800000.0,800000,1,False,False,True
"CDR Systems, Inc.",28-APR-2026,Other Technology,CA,2026.0,500000.0,25000,1,False,False,True
RFU Opportunities I LLC,28-APR-2026,Other,MA,2026.0,,1925000,8,False,False,True
"OHA SP 6.5, LLC",28-APR-2026,Other Health Care,MI,2025.0,,1050350,0,False,False,True
Converge Bio Inc.,28-APR-2026,Biotechnology,DE,2024.0,25000000.0,25000000,19,False,False,True
"Custodia AI, Inc",28-APR-2026,Other Technology,NY,2026.0,7201042.0,7201042,17,False,False,True
"ShowdMe, Inc.",28-APR-2026,Other Technology,NY,2023.0,1000000.0,1000000,2,False,False,True
"LANDLORD SOLUTIONS SAN DIEGO, PROFESSIONAL Corp",28-APR-2026,Other,CA,2024.0,1000000.0,0,0,False,False,True
"CCI Mach SPV II, L.P.",28-APR-2026,Manufacturing,CA,2026.0,4512500.0,4512500,14,False,False,True
Ascend Pacific Capital LLC,28-APR-2026,Other Real Estate,HI,2026.0,15000000.0,0,0,False,True,False
FFUM THREE LLC,28-APR-2026,Commercial,MA,2026.0,7975000.0,7975000,48,False,True,False
"DF Platform Exchange, LLC",28-APR-2026,Commercial,IN,2026.0,400000.0,400000,7,False,True,False
Refy Lending Corp.,28-APR-2026,Other Banking and Financial Services,TX,2025.0,500000.0,50000,2,False,True,False
NexPoint Oasis DST,28-APR-2026,Other Real Estate,TX,2025.0,46331389.0,22749224,77,False,True,False
Redwood Jackson Township Wales NW Avenue OH P1 LLC,28-APR-2026,Residential,OH,2025.0,5425000.0,0,0,False,True,False
"AG Arcadia, LLC",28-APR-2026,Other,CO,2024.0,13355000.0,13355000,74,False,False,True
"ARBIS.AI, Inc.",28-APR-2026,Other Technology,NY,2025.0,1000000.0,380000,3,False,False,True
PIKA Inc.,28-APR-2026,Other,NV,2026.0,300000000.0,1475220,15,False,False,True
"Acretrader 226, LLC",28-APR-2026,Other Real Estate,AR,2022.0,3136000.0,3136000,61,False,True,False
NexPoint Outlook DST,28-APR-2026,Other Real Estate,TX,2025.0,32903006.0,2236000,8,False,True,False
Augustine AG Pool III LLC,28-APR-2026,Other,CO,2024.0,3465000.0,3465000,19,False,False,True
Redwood Powell Home Road OH P2 LLC,28-APR-2026,Residential,OH,2026.0,8250000.0,0,0,False,True,False
Nationwide Private Placement Variable Account PPLI - A,28-APR-2026,Insurance,OH,,,2022600,3,False,True,False
AG PACIFIC AG POOL II LLC,28-APR-2026,Other,CO,2025.0,10450000.0,6610000,4,False,False,True
"Marble, Inc.",28-APR-2026,Other Technology,MA,,19999916.0,14408702,13,False,False,True
93X INVESTMENTS INC,28-APR-2026,Investing,FL,2025.0,1000000.0,1000000,1,False,True,False
NexPoint Small Bay III DST,28-APR-2026,Other Real Estate,TX,2025.0,50382493.0,19984608,63,False,True,False
DAO Card Inc.,28-APR-2026,Other Banking and Financial Services,TX,2025.0,3531000.0,3531000,9,False,True,False
"Wandervest Hospitality Fund I, LLC",28-APR-2026,Commercial,DE,2026.0,100000000.0,100000000,0,True,True,False
"Barton Mines Company, L.L.C.",28-APR-2026,Other,NY,,1000000.0,1000000,14,False,False,True
"Barton Mines Holdings, LLC",28-APR-2026,Other,NY,,1000000.0,1000000,14,False,False,True
"PCI Mach II, LLC",28-APR-2026,Investing,NC,2026.0,5000000.0,5000000,1,False,True,False
Retirable Inc.,28-APR-2026,Other,NY,,9000000.0,3775161,4,False,False,True
"PCI Mach, LLC",28-APR-2026,Investing,NC,2025.0,2300000.0,2300000,11,False,True,False
"PCIH Series 21, a Series of Piedmont Capital Investment Holdings, LLC",28-APR-2026,Investing,NC,2026.0,3750000.0,3750000,6,False,True,False
"HD 9500 Burge JV, LLC",28-APR-2026,Commercial,VA,2026.0,1449994.0,1449994,12,False,True,False
LCP MX EB-5 Lender LLC,28-APR-2026,Other,NY,2024.0,32800000.0,8500000,13,False,False,True
Wearable Devices Ltd.,28-APR-2026,Other Technology,L3,,5024783.0,5024783,1,False,False,True
HH DC Westend Core Fund LLC,28-APR-2026,Commercial,MD,2026.0,40000000.0,0,0,False,True,False
"CASI Pharmaceuticals, Inc.",28-APR-2026,Pharmaceuticals,F4,2023.0,5000000.0,5000000,1,False,False,True
3rd Deck Brewing Co.,28-APR-2026,Other,NJ,2025.0,500000.0,500000,1,False,False,True
Rockland Resources Ltd.,28-APR-2026,Other,A1,,160491.0,160491,4,False,False,True
"DPEG Meadowbrook, LP",28-APR-2026,Other Real Estate,TX,2026.0,3950000.0,3950000,44,False,True,False
PARAGON DEBT FUND LLC,28-APR-2026,Investing,NE,2026.0,,0,0,False,True,False
CC8 INVESTORS LLC,28-APR-2026,Residential,UT,2023.0,784500.0,784500,41,False,True,False
Levita Magnetics International Corp.,28-APR-2026,Other Health Care,CA,,57707603.0,30707603,35,False,False,True
Capital City Growth Fund LLC,28-APR-2026,Commercial,ID,2022.0,100000000.0,2153570,15,False,True,False
Alma Fund III (US) LP,28-APR-2026,Manufacturing,NY,2026.0,10575000.0,10575000,4,False,False,True
"Bussert Medical, Inc.",28-APR-2026,Other Health Care,IN,,1000000.0,293290,7,False,False,True
Tectonic Metals Inc.,28-APR-2026,Other,A1,,35148277.0,35148277,39,False,False,True
JVEC Garland Industrial Portfolio LLC,28-APR-2026,Commercial,TX,2026.0,3500000.0,0,0,False,True,False
Brighter Private Credit Fund LP,27-APR-2026,Other Banking and Financial Services,GA,2022.0,,750000,2,False,True,False
"NK-One Therapeutics, Inc.",27-APR-2026,Biotechnology,PA,2026.0,310000.0,290000,7,False,False,True
"Adronite, Inc.",27-APR-2026,Other Technology,WA,2023.0,3400000.0,3400000,5,False,False,True
"InQuantum, Inc",27-APR-2026,Other Technology,UT,2026.0,1000000.0,350000,2,False,False,True
"CoreCraft Residences, LLC",27-APR-2026,Commercial,DE,2026.0,95000000.0,0,0,False,True,False
"Covera Health, Inc.",27-APR-2026,Other Health Care,NY,,30777609.0,20000000,6,False,False,True
"Covera Health, Inc.",27-APR-2026,Other Health Care,NY,,46801487.0,31693597,11,False,False,True
"MPC NE Historic ICF, LLC",27-APR-2026,Other Real Estate,GA,,,0,0,False,True,False
"Beauty Way, LLC",27-APR-2026,Retailing,TX,2026.0,175000.0,175000,3,False,False,True
ASAP Capital Group LLC,27-APR-2026,Commercial,DE,2026.0,25000000.0,0,0,False,True,False
"Covera Health, Inc.",27-APR-2026,Other Health Care,NY,,21404321.0,21404321,49,False,False,True
PROSPER MEADOWS LP,27-APR-2026,Commercial,TX,,3500000.0,3500000,29,False,True,False
IRVING HIGH POINT LP,27-APR-2026,Commercial,TX,2025.0,9250000.0,9250000,45,False,True,False
xMentium Inc.,27-APR-2026,Other Technology,CO,,3300000.0,2500000,27,False,False,True
ASPIRE PARK LP,27-APR-2026,Commercial,TX,2024.0,18700000.0,18700000,90,False,True,False
Nevada King Gold Corp.,27-APR-2026,Other,A1,,4261837.0,4261837,2,False,False,True
